RunId,iteration,config,n_green_agents,n_yellow_agents,n_red_agents,n_green_waste,n_yellow_waste,n_red_waste,steps_executed,seed,cleaned,timed_out,stopped_with_waste,possible_deadlock,step_green_zero,step_yellow_zero,step_red_zero,step_total_zero,step_all_zero,step_all_zero_effective,disposed_green,disposed_yellow,disposed_red,disposed_total,initial_total_waste,optimal_green,optimal_yellow,optimal_red,optimal_total,compaction_ratio_green,compaction_ratio_yellow,compaction_ratio_red,compaction_ratio_total,green,yellow,red,total,cumulative_distance
0,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,244,3000,True,False,False,False,123.0,183.0,244.0,244.0,244.0,244.0,3,3,24,30,45,1,0,26,27,0.044444444444444446,0.06666666666666667,-0.044444444444444446,0.06666666666666667,0,0,0,0,0
1,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,199,3001,True,False,False,False,147.0,131.0,199.0,199.0,199.0,199.0,5,4,23,32,45,1,0,26,27,0.08888888888888889,0.08888888888888889,-0.06666666666666667,0.1111111111111111,0,0,0,0,0
2,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,1500,3002,False,True,True,True,,132.0,174.0,,,1500.0,4,4,23,31,45,1,0,26,27,0.06666666666666667,0.08888888888888889,-0.06666666666666667,0.08888888888888889,1,0,0,1,26
3,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,210,3003,True,False,False,False,127.0,143.0,210.0,210.0,210.0,210.0,3,5,23,31,45,1,0,26,27,0.044444444444444446,0.1111111111111111,-0.06666666666666667,0.08888888888888889,0,0,0,0,0
4,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,362,3004,True,False,False,False,130.0,167.0,362.0,362.0,362.0,362.0,3,3,24,30,45,1,0,26,27,0.044444444444444446,0.06666666666666667,-0.044444444444444446,0.06666666666666667,0,0,0,0,0
5,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,203,3005,True,False,False,False,203.0,44.0,198.0,203.0,203.0,203.0,5,0,24,29,45,1,0,26,27,0.08888888888888889,0.0,-0.044444444444444446,0.044444444444444446,0,0,0,0,0
6,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,194,3006,True,False,False,False,44.0,128.0,194.0,194.0,194.0,194.0,1,6,23,30,45,1,0,26,27,0.0,0.13333333333333333,-0.06666666666666667,0.06666666666666667,0,0,0,0,0
7,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,314,3007,True,False,False,False,173.0,294.0,314.0,314.0,314.0,314.0,5,6,22,33,45,1,0,26,27,0.08888888888888889,0.13333333333333333,-0.08888888888888889,0.13333333333333333,0,0,0,0,0
8,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,1500,3008,False,True,True,True,142.0,173.0,,,,1500.0,5,6,21,32,45,1,0,26,27,0.08888888888888889,0.13333333333333333,-0.1111111111111111,0.1111111111111111,0,0,1,1,11
9,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,148,3009,True,False,False,False,104.0,92.0,148.0,148.0,148.0,148.0,1,2,25,28,45,1,0,26,27,0.0,0.044444444444444446,-0.022222222222222223,0.022222222222222223,0,0,0,0,0
10,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,204,3010,True,False,False,False,204.0,117.0,201.0,204.0,204.0,204.0,3,3,24,30,45,1,0,26,27,0.044444444444444446,0.06666666666666667,-0.044444444444444446,0.06666666666666667,0,0,0,0,0
11,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,206,3011,True,False,False,False,146.0,170.0,206.0,206.0,206.0,206.0,3,5,23,31,45,1,0,26,27,0.044444444444444446,0.1111111111111111,-0.06666666666666667,0.08888888888888889,0,0,0,0,0
12,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,283,3012,True,False,False,False,146.0,124.0,283.0,283.0,283.0,283.0,1,6,23,30,45,1,0,26,27,0.0,0.13333333333333333,-0.06666666666666667,0.06666666666666667,0,0,0,0,0
13,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,261,3013,True,False,False,False,191.0,253.0,261.0,261.0,261.0,261.0,5,6,22,33,45,1,0,26,27,0.08888888888888889,0.13333333333333333,-0.08888888888888889,0.13333333333333333,0,0,0,0,0
14,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,253,3014,True,False,False,False,155.0,253.0,199.0,253.0,253.0,253.0,3,3,24,30,45,1,0,26,27,0.044444444444444446,0.06666666666666667,-0.044444444444444446,0.06666666666666667,0,0,0,0,0
15,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,1500,3015,False,True,True,True,80.0,,381.0,,,1500.0,1,3,24,28,45,1,0,26,27,0.0,0.06666666666666667,-0.044444444444444446,0.022222222222222223,0,1,0,1,16
16,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,208,3016,True,False,False,False,146.0,111.0,208.0,208.0,208.0,208.0,7,3,23,33,45,1,0,26,27,0.13333333333333333,0.06666666666666667,-0.06666666666666667,0.13333333333333333,0,0,0,0,0
17,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,333,3017,True,False,False,False,133.0,124.0,333.0,333.0,333.0,333.0,3,3,24,30,45,1,0,26,27,0.044444444444444446,0.06666666666666667,-0.044444444444444446,0.06666666666666667,0,0,0,0,0
18,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,1166,3018,True,False,False,False,165.0,229.0,1166.0,1166.0,1166.0,1166.0,5,10,20,35,45,1,0,26,27,0.08888888888888889,0.2222222222222222,-0.13333333333333333,0.17777777777777778,0,0,0,0,0
19,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,636,3019,True,False,False,False,636.0,167.0,208.0,636.0,636.0,636.0,3,9,21,33,45,1,0,26,27,0.044444444444444446,0.2,-0.1111111111111111,0.13333333333333333,0,0,0,0,0
