RunId,iteration,config,n_green_agents,n_yellow_agents,n_red_agents,n_green_waste,n_yellow_waste,n_red_waste,steps_executed,seed,cleaned,timed_out,stopped_with_waste,possible_deadlock,step_green_zero,step_yellow_zero,step_red_zero,step_total_zero,step_all_zero,step_all_zero_effective,disposed_green,disposed_yellow,disposed_red,disposed_total,initial_total_waste,optimal_green,optimal_yellow,optimal_red,optimal_total,compaction_ratio_green,compaction_ratio_yellow,compaction_ratio_red,compaction_ratio_total,green,yellow,red,total,cumulative_distance
0,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,485,5000,True,False,False,False,219.0,286.0,485.0,485.0,485.0,485.0,7,17,51,75,105,1,0,61,62,0.05714285714285714,0.1619047619047619,-0.09523809523809523,0.12380952380952381,0,0,0,0,0
1,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,1000,5001,False,True,True,True,311.0,190.0,,,,1000.0,7,7,55,69,105,1,0,61,62,0.05714285714285714,0.06666666666666667,-0.05714285714285714,0.06666666666666667,0,0,1,1,27
2,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,323,5002,True,False,False,False,273.0,304.0,323.0,323.0,323.0,323.0,5,14,53,72,105,1,0,61,62,0.0380952380952381,0.13333333333333333,-0.0761904761904762,0.09523809523809523,0,0,0,0,0
3,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,359,5003,True,False,False,False,359.0,254.0,305.0,359.0,359.0,359.0,7,7,56,70,105,1,0,61,62,0.05714285714285714,0.06666666666666667,-0.047619047619047616,0.0761904761904762,0,0,0,0,0
4,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,1000,5004,False,True,True,True,265.0,,373.0,,,1000.0,9,9,54,72,105,1,0,61,62,0.0761904761904762,0.08571428571428572,-0.06666666666666667,0.09523809523809523,0,1,0,1,31
5,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,1000,5005,False,True,True,True,221.0,263.0,,,,1000.0,7,11,53,71,105,1,0,61,62,0.05714285714285714,0.10476190476190476,-0.0761904761904762,0.08571428571428572,0,0,1,1,25
6,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,374,5006,True,False,False,False,250.0,242.0,374.0,374.0,374.0,374.0,7,9,55,71,105,1,0,61,62,0.05714285714285714,0.08571428571428572,-0.05714285714285714,0.08571428571428572,0,0,0,0,0
7,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,1000,5007,False,True,True,True,245.0,381.0,,,,1000.0,5,16,51,72,105,1,0,61,62,0.0380952380952381,0.1523809523809524,-0.09523809523809523,0.09523809523809523,0,0,1,1,21
8,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,406,5008,True,False,False,False,406.0,270.0,341.0,406.0,406.0,406.0,11,9,54,74,105,1,0,61,62,0.09523809523809523,0.08571428571428572,-0.06666666666666667,0.11428571428571428,0,0,0,0,0
9,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,353,5009,True,False,False,False,235.0,223.0,353.0,353.0,353.0,353.0,9,10,54,73,105,1,0,61,62,0.0761904761904762,0.09523809523809523,-0.06666666666666667,0.10476190476190476,0,0,0,0,0
