RunId,iteration,config,n_green_agents,n_yellow_agents,n_red_agents,n_green_waste,n_yellow_waste,n_red_waste,steps_executed,seed,cleaned,timed_out,stopped_with_waste,possible_deadlock,step_green_zero,step_yellow_zero,step_red_zero,step_total_zero,step_all_zero,step_all_zero_effective,disposed_green,disposed_yellow,disposed_red,disposed_total,initial_total_waste,optimal_green,optimal_yellow,optimal_red,optimal_total,compaction_ratio_green,compaction_ratio_yellow,compaction_ratio_red,compaction_ratio_total,green,yellow,red,total,cumulative_distance
0,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,238,2000,True,False,False,False,226.0,170.0,238.0,238.0,238.0,238.0,3,4,13,20,27,1,1,15,17,0.07407407407407407,0.1111111111111111,-0.07407407407407407,0.1111111111111111,0,0,0,0,0
1,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,2000,2001,False,True,True,True,307.0,,302.0,,,2000.0,3,3,13,19,27,1,1,15,17,0.07407407407407407,0.07407407407407407,-0.07407407407407407,0.07407407407407407,0,1,0,1,42
2,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,744,2002,True,False,False,False,445.0,217.0,744.0,744.0,744.0,744.0,3,2,14,19,27,1,1,15,17,0.07407407407407407,0.037037037037037035,-0.037037037037037035,0.07407407407407407,0,0,0,0,0
3,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,253,2003,True,False,False,False,170.0,212.0,253.0,253.0,253.0,253.0,3,6,12,21,27,1,1,15,17,0.07407407407407407,0.18518518518518517,-0.1111111111111111,0.14814814814814814,0,0,0,0,0
4,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,259,2004,True,False,False,False,259.0,193.0,228.0,259.0,259.0,259.0,5,5,12,22,27,1,1,15,17,0.14814814814814814,0.14814814814814814,-0.1111111111111111,0.18518518518518517,0,0,0,0,0
5,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,223,2005,True,False,False,False,195.0,42.0,223.0,223.0,223.0,223.0,3,2,14,19,27,1,1,15,17,0.07407407407407407,0.037037037037037035,-0.037037037037037035,0.07407407407407407,0,0,0,0,0
6,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,279,2006,True,False,False,False,119.0,183.0,279.0,279.0,279.0,279.0,1,3,14,18,27,1,1,15,17,0.0,0.07407407407407407,-0.037037037037037035,0.037037037037037035,0,0,0,0,0
7,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,2000,2007,False,True,True,True,367.0,113.0,,,,2000.0,5,1,13,19,27,1,1,15,17,0.14814814814814814,0.0,-0.07407407407407407,0.07407407407407407,0,0,1,1,37
8,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,311,2008,True,False,False,False,201.0,252.0,311.0,311.0,311.0,311.0,3,4,13,20,27,1,1,15,17,0.07407407407407407,0.1111111111111111,-0.07407407407407407,0.1111111111111111,0,0,0,0,0
9,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,461,2009,True,False,False,False,222.0,300.0,461.0,461.0,461.0,461.0,3,8,11,22,27,1,1,15,17,0.07407407407407407,0.25925925925925924,-0.14814814814814814,0.18518518518518517,0,0,0,0,0
