RunId,iteration,config,n_green_agents,n_yellow_agents,n_red_agents,n_green_waste,n_yellow_waste,n_red_waste,steps_executed,seed,cleaned,timed_out,stopped_with_waste,possible_deadlock,step_green_zero,step_yellow_zero,step_red_zero,step_total_zero,step_all_zero,step_all_zero_effective,disposed_green,disposed_yellow,disposed_red,disposed_total,initial_total_waste,optimal_green,optimal_yellow,optimal_red,optimal_total,compaction_ratio_green,compaction_ratio_yellow,compaction_ratio_red,compaction_ratio_total,green,yellow,red,total,cumulative_distance
1,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,1500,3001,False,True,True,True,141.0,,,,,1500.0,3,6,21,30,45,1,0,26,27,0.044444444444444446,0.13333333333333333,-0.1111111111111111,0.06666666666666667,0,1,1,2,38
2,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,1500,3002,False,True,True,True,,165.0,241.0,,,1500.0,2,5,23,30,45,1,0,26,27,0.022222222222222223,0.1111111111111111,-0.06666666666666667,0.06666666666666667,1,0,0,1,12
7,0,"A(g6,y6,r6)-W(g15,y15,r15)-G(22x22)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,15,15,15,1500,3007,False,True,True,True,,,229.0,,,1500.0,2,7,21,30,45,1,0,26,27,0.022222222222222223,0.15555555555555556,-0.1111111111111111,0.06666666666666667,1,2,0,3,91
