RunId,iteration,config,n_green_agents,n_yellow_agents,n_red_agents,n_green_waste,n_yellow_waste,n_red_waste,steps_executed,seed,cleaned,timed_out,stopped_with_waste,possible_deadlock,step_green_zero,step_yellow_zero,step_red_zero,step_total_zero,step_all_zero,step_all_zero_effective,disposed_green,disposed_yellow,disposed_red,disposed_total,initial_total_waste,optimal_green,optimal_yellow,optimal_red,optimal_total,compaction_ratio_green,compaction_ratio_yellow,compaction_ratio_red,compaction_ratio_total,green,yellow,red,total,cumulative_distance
0,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread,ywidespread,rwidespread)",22,22,22,35,35,35,1000,5000,False,True,True,True,,239.0,,,,1000.0,10,11,52,73,105,1,0,61,62,0.08571428571428572,0.10476190476190476,-0.08571428571428572,0.10476190476190476,1,0,1,2,64
2,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread,ywidespread,rwidespread)",22,22,22,35,35,35,1000,5002,False,True,True,True,275.0,,313.0,,,1000.0,3,12,54,69,105,1,0,61,62,0.01904761904761905,0.11428571428571428,-0.06666666666666667,0.06666666666666667,0,1,0,1,42
4,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread,ywidespread,rwidespread)",22,22,22,35,35,35,1000,5004,False,True,True,True,304.0,,510.0,,,1000.0,7,8,55,70,105,1,0,61,62,0.05714285714285714,0.0761904761904762,-0.05714285714285714,0.0761904761904762,0,1,0,1,47
10,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread,ywidespread,rwidespread)",22,22,22,35,35,35,1000,5010,False,True,True,True,254.0,,251.0,,,1000.0,7,8,54,69,105,1,0,61,62,0.05714285714285714,0.0761904761904762,-0.06666666666666667,0.06666666666666667,0,3,0,3,135
13,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread,ywidespread,rwidespread)",22,22,22,35,35,35,1000,5013,False,True,True,True,149.0,,279.0,,,1000.0,7,6,56,69,105,1,0,61,62,0.05714285714285714,0.05714285714285714,-0.047619047619047616,0.06666666666666667,0,1,0,1,27
16,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread,ywidespread,rwidespread)",22,22,22,35,35,35,1000,5016,False,True,True,True,280.0,,412.0,,,1000.0,9,9,54,72,105,1,0,61,62,0.0761904761904762,0.08571428571428572,-0.06666666666666667,0.09523809523809523,0,1,0,1,64
