RunId,iteration,config,n_green_agents,n_yellow_agents,n_red_agents,n_green_waste,n_yellow_waste,n_red_waste,steps_executed,seed,cleaned,timed_out,stopped_with_waste,possible_deadlock,step_green_zero,step_yellow_zero,step_red_zero,step_total_zero,step_all_zero,step_all_zero_effective,disposed_green,disposed_yellow,disposed_red,disposed_total,initial_total_waste,optimal_green,optimal_yellow,optimal_red,optimal_total,compaction_ratio_green,compaction_ratio_yellow,compaction_ratio_red,compaction_ratio_total,green,yellow,red,total,cumulative_distance
10,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gno_communication,yno_communication,rno_communication)",22,22,22,35,35,35,482,5010,True,False,False,False,412.0,272.0,482.0,482.0,482.0,482.0,9,6,56,71,105,1,0,61,62,0.0761904761904762,0.05714285714285714,-0.047619047619047616,0.08571428571428572,0,0,0,0,0
11,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gno_communication,yno_communication,rno_communication)",22,22,22,35,35,35,565,5011,True,False,False,False,547.0,485.0,565.0,565.0,565.0,565.0,7,7,56,70,105,1,0,61,62,0.05714285714285714,0.06666666666666667,-0.047619047619047616,0.0761904761904762,0,0,0,0,0
12,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gno_communication,yno_communication,rno_communication)",22,22,22,35,35,35,573,5012,True,False,False,False,418.0,487.0,573.0,573.0,573.0,573.0,5,4,58,67,105,1,0,61,62,0.0380952380952381,0.0380952380952381,-0.02857142857142857,0.047619047619047616,0,0,0,0,0
13,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gno_communication,yno_communication,rno_communication)",22,22,22,35,35,35,461,5013,True,False,False,False,315.0,358.0,461.0,461.0,461.0,461.0,9,10,54,73,105,1,0,61,62,0.0761904761904762,0.09523809523809523,-0.06666666666666667,0.10476190476190476,0,0,0,0,0
14,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gno_communication,yno_communication,rno_communication)",22,22,22,35,35,35,614,5014,True,False,False,False,378.0,576.0,614.0,614.0,614.0,614.0,9,6,56,71,105,1,0,61,62,0.0761904761904762,0.05714285714285714,-0.047619047619047616,0.08571428571428572,0,0,0,0,0
15,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gno_communication,yno_communication,rno_communication)",22,22,22,35,35,35,635,5015,True,False,False,False,562.0,405.0,635.0,635.0,635.0,635.0,9,6,56,71,105,1,0,61,62,0.0761904761904762,0.05714285714285714,-0.047619047619047616,0.08571428571428572,0,0,0,0,0
16,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gno_communication,yno_communication,rno_communication)",22,22,22,35,35,35,518,5016,True,False,False,False,518.0,465.0,496.0,518.0,518.0,518.0,11,7,55,73,105,1,0,61,62,0.09523809523809523,0.06666666666666667,-0.05714285714285714,0.10476190476190476,0,0,0,0,0
17,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gno_communication,yno_communication,rno_communication)",22,22,22,35,35,35,595,5017,True,False,False,False,531.0,464.0,595.0,595.0,595.0,595.0,9,10,54,73,105,1,0,61,62,0.0761904761904762,0.09523809523809523,-0.06666666666666667,0.10476190476190476,0,0,0,0,0
18,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gno_communication,yno_communication,rno_communication)",22,22,22,35,35,35,449,5018,True,False,False,False,449.0,308.0,445.0,449.0,449.0,449.0,9,6,56,71,105,1,0,61,62,0.0761904761904762,0.05714285714285714,-0.047619047619047616,0.08571428571428572,0,0,0,0,0
19,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gno_communication,yno_communication,rno_communication)",22,22,22,35,35,35,532,5019,True,False,False,False,463.0,448.0,532.0,532.0,532.0,532.0,9,8,55,72,105,1,0,61,62,0.0761904761904762,0.0761904761904762,-0.05714285714285714,0.09523809523809523,0,0,0,0,0
