RunId,iteration,Step,green,yellow,red,total,cumulative_distance,step_green_zero,step_yellow_zero,step_red_zero,step_total_zero,step_all_zero,cleaned,steps_executed,disposed_green,disposed_yellow,disposed_red,disposed_total,n_green_agents,n_yellow_agents,n_red_agents,n_green_waste,n_yellow_waste,n_red_waste,width,height,exploration_share_interval_steps,policy_profile_green,policy_profile_yellow,policy_profile_red,seed,config,distance_stagnation
1,0,19,4,3,3,10,51,,,,,,False,19,0,1,1,2,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,20,4,3,3,10,49,,,,,,False,20,0,1,1,2,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,21,4,3,3,10,46,,,,,,False,21,0,1,1,2,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,22,4,3,3,10,43,,,,,,False,22,0,1,1,2,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,23,4,3,3,10,41,,,,,,False,23,0,1,1,2,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,24,4,3,2,9,40,,,,,,False,24,0,1,2,3,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,25,4,3,2,9,41,,,,,,False,25,0,1,2,3,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,26,4,3,2,9,40,,,,,,False,26,0,1,2,3,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,27,4,3,2,9,39,,,,,,False,27,0,1,2,3,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,28,4,2,2,8,38,,,,,,False,28,0,2,2,4,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,29,4,2,2,8,38,,,,,,False,29,0,2,2,4,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,30,4,2,2,8,36,,,,,,False,30,0,2,2,4,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,31,4,2,2,8,34,,,,,,False,31,0,2,2,4,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,32,4,2,1,7,33,,,,,,False,32,0,2,3,5,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,33,4,2,1,7,32,,,,,,False,33,0,2,3,5,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,34,4,2,1,7,30,,,,,,False,34,0,2,3,5,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,35,4,2,1,7,28,,,,,,False,35,0,2,3,5,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,36,4,2,1,7,26,,,,,,False,36,0,2,3,5,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,37,3,2,1,6,28,,,,,,False,37,1,2,3,6,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,38,3,2,1,6,26,,,,,,False,38,1,2,3,6,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,39,3,2,1,6,24,,,,,,False,39,1,2,3,6,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
1,0,40,2,2,1,5,23,,,,,,False,40,2,2,3,7,3,3,3,4,4,4,8,8,30,widespread,widespread,widespread,1001,"A(g3,y3,r3)-W(g4,y4,r4)-G(8x8)-P(gwidespread,ywidespread,rwidespread)",False
