RunId,iteration,config,n_green_agents,n_yellow_agents,n_red_agents,n_green_waste,n_yellow_waste,n_red_waste,steps_executed,seed,cleaned,timed_out,stopped_with_waste,possible_deadlock,step_green_zero,step_yellow_zero,step_red_zero,step_total_zero,step_all_zero,step_all_zero_effective,disposed_green,disposed_yellow,disposed_red,disposed_total,initial_total_waste,optimal_green,optimal_yellow,optimal_red,optimal_total,compaction_ratio_green,compaction_ratio_yellow,compaction_ratio_red,compaction_ratio_total,green,yellow,red,total,cumulative_distance
0,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,1000,5000,False,True,True,True,255.0,,477.0,,,1000.0,5,7,56,68,105,1,0,61,62,0.0380952380952381,0.06666666666666667,-0.047619047619047616,0.05714285714285714,0,1,0,1,39
4,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,1000,5004,False,True,True,True,265.0,235.0,,,,1000.0,11,5,54,70,105,1,0,61,62,0.09523809523809523,0.047619047619047616,-0.06666666666666667,0.0761904761904762,0,0,2,2,63
5,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,1000,5005,False,True,True,True,276.0,260.0,,,,1000.0,7,7,55,69,105,1,0,61,62,0.05714285714285714,0.06666666666666667,-0.05714285714285714,0.06666666666666667,0,0,1,1,32
8,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,1000,5008,False,True,True,True,,350.0,474.0,,,1000.0,8,14,52,74,105,1,0,61,62,0.06666666666666667,0.13333333333333333,-0.08571428571428572,0.11428571428571428,1,0,0,1,50
11,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,1000,5011,False,True,True,True,188.0,,422.0,,,1000.0,3,14,53,70,105,1,0,61,62,0.01904761904761905,0.13333333333333333,-0.0761904761904762,0.0761904761904762,0,1,0,1,41
12,0,"A(g22,y22,r22)-W(g35,y35,r35)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",22,22,22,35,35,35,1000,5012,False,True,True,True,,299.0,379.0,,,1000.0,10,9,54,73,105,1,0,61,62,0.08571428571428572,0.08571428571428572,-0.06666666666666667,0.10476190476190476,1,0,0,1,44
