RunId,iteration,config,n_green_agents,n_yellow_agents,n_red_agents,n_green_waste,n_yellow_waste,n_red_waste,steps_executed,seed,cleaned,timed_out,stopped_with_waste,possible_deadlock,step_green_zero,step_yellow_zero,step_red_zero,step_total_zero,step_all_zero,step_all_zero_effective,disposed_green,disposed_yellow,disposed_red,disposed_total,initial_total_waste,optimal_green,optimal_yellow,optimal_red,optimal_total,compaction_ratio_green,compaction_ratio_yellow,compaction_ratio_red,compaction_ratio_total,green,yellow,red,total,cumulative_distance
0,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,428,2000,True,False,False,False,376.0,428.0,222.0,428.0,428.0,428.0,5,3,13,21,27,1,1,15,17,0.14814814814814814,0.07407407407407407,-0.07407407407407407,0.14814814814814814,0,0,0,0,0
1,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,372,2001,True,False,False,False,212.0,156.0,372.0,372.0,372.0,372.0,3,4,13,20,27,1,1,15,17,0.07407407407407407,0.1111111111111111,-0.07407407407407407,0.1111111111111111,0,0,0,0,0
2,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,1811,2002,True,False,False,False,261.0,215.0,1811.0,1811.0,1811.0,1811.0,3,4,13,20,27,1,1,15,17,0.07407407407407407,0.1111111111111111,-0.07407407407407407,0.1111111111111111,0,0,0,0,0
3,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,374,2003,True,False,False,False,192.0,158.0,374.0,374.0,374.0,374.0,5,5,12,22,27,1,1,15,17,0.14814814814814814,0.14814814814814814,-0.1111111111111111,0.18518518518518517,0,0,0,0,0
4,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,299,2004,True,False,False,False,299.0,192.0,291.0,299.0,299.0,299.0,5,3,13,21,27,1,1,15,17,0.14814814814814814,0.07407407407407407,-0.07407407407407407,0.14814814814814814,0,0,0,0,0
5,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,273,2005,True,False,False,False,189.0,200.0,273.0,273.0,273.0,273.0,3,2,14,19,27,1,1,15,17,0.07407407407407407,0.037037037037037035,-0.037037037037037035,0.07407407407407407,0,0,0,0,0
6,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,358,2006,True,False,False,False,236.0,265.0,358.0,358.0,358.0,358.0,3,6,12,21,27,1,1,15,17,0.07407407407407407,0.18518518518518517,-0.1111111111111111,0.14814814814814814,0,0,0,0,0
7,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,577,2007,True,False,False,False,223.0,119.0,577.0,577.0,577.0,577.0,5,1,14,20,27,1,1,15,17,0.14814814814814814,0.0,-0.037037037037037035,0.1111111111111111,0,0,0,0,0
8,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,248,2008,True,False,False,False,248.0,193.0,197.0,248.0,248.0,248.0,5,3,13,21,27,1,1,15,17,0.14814814814814814,0.07407407407407407,-0.07407407407407407,0.14814814814814814,0,0,0,0,0
9,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,716,2009,True,False,False,False,329.0,716.0,245.0,716.0,716.0,716.0,3,6,12,21,27,1,1,15,17,0.07407407407407407,0.18518518518518517,-0.1111111111111111,0.14814814814814814,0,0,0,0,0
10,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,1294,2010,True,False,False,False,1294.0,139.0,283.0,1294.0,1294.0,1294.0,5,1,14,20,27,1,1,15,17,0.14814814814814814,0.0,-0.037037037037037035,0.1111111111111111,0,0,0,0,0
11,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,522,2011,True,False,False,False,232.0,132.0,522.0,522.0,522.0,522.0,5,3,13,21,27,1,1,15,17,0.14814814814814814,0.07407407407407407,-0.07407407407407407,0.14814814814814814,0,0,0,0,0
12,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,470,2012,True,False,False,False,211.0,470.0,349.0,470.0,470.0,470.0,3,6,12,21,27,1,1,15,17,0.07407407407407407,0.18518518518518517,-0.1111111111111111,0.14814814814814814,0,0,0,0,0
13,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,236,2013,True,False,False,False,185.0,142.0,236.0,236.0,236.0,236.0,7,2,13,22,27,1,1,15,17,0.2222222222222222,0.037037037037037035,-0.07407407407407407,0.18518518518518517,0,0,0,0,0
14,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,264,2014,True,False,False,False,259.0,264.0,247.0,264.0,264.0,264.0,9,5,11,25,27,1,1,15,17,0.2962962962962963,0.14814814814814814,-0.14814814814814814,0.2962962962962963,0,0,0,0,0
15,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,830,2015,True,False,False,False,242.0,56.0,830.0,830.0,830.0,830.0,7,0,14,21,27,1,1,15,17,0.2222222222222222,-0.037037037037037035,-0.037037037037037035,0.14814814814814814,0,0,0,0,0
16,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,2000,2016,False,True,True,True,197.0,,233.0,,,2000.0,1,6,12,19,27,1,1,15,17,0.0,0.18518518518518517,-0.1111111111111111,0.07407407407407407,0,1,0,1,30
17,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,218,2017,True,False,False,False,156.0,202.0,218.0,218.0,218.0,218.0,5,3,13,21,27,1,1,15,17,0.14814814814814814,0.07407407407407407,-0.07407407407407407,0.14814814814814814,0,0,0,0,0
18,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,262,2018,True,False,False,False,262.0,211.0,255.0,262.0,262.0,262.0,5,7,11,23,27,1,1,15,17,0.14814814814814814,0.2222222222222222,-0.14814814814814814,0.2222222222222222,0,0,0,0,0
19,0,"A(g6,y6,r6)-W(g9,y9,r9)-G(40x40)-P(gwidespread_com_smart_explo,ywidespread_com_smart_explo,rwidespread_com_smart_explo)",6,6,6,9,9,9,326,2019,True,False,False,False,307.0,204.0,326.0,326.0,326.0,326.0,5,5,12,22,27,1,1,15,17,0.14814814814814814,0.14814814814814814,-0.1111111111111111,0.18518518518518517,0,0,0,0,0
